"t / s";"CH1 / V"
0,0348;7,47475
0,03485;7,47273
0,0349;7,47273
0,03495;7,47273
0,035;7,47475
0,03505;7,47273
0,0351;7,47273
0,03515;7,47475
0,0352;7,47071
0,03525;7,46667
0,0353;7,47273
0,03535;7,47071
0,0354;7,47475
0,03545;7,47475
0,0355;7,47677
0,03555;7,47273
0,0356;7,47879
0,03565;7,47475
0,0357;7,47273
0,03575;7,47879
0,0358;7,47475
0,03585;7,47071
0,0359;7,47071
0,03595;7,47475
0,036;7,47071
0,03605;7,47475
0,0361;7,47071
0,03615;7,47475
0,0362;7,47677
0,03625;7,47677
0,0363;7,47071
0,03635;7,47273
0,0364;7,47273
0,03645;7,47273
0,0365;7,47475
0,03655;7,47677
0,0366;7,47273
0,03665;7,47273
0,0367;7,47475
0,03675;7,47273
0,0368;7,47677
0,03685;7,47475
0,0369;7,47677
0,03695;7,47273
0,037;7,47273
0,03705;7,47677
0,0371;7,47475
0,03715;7,47475
0,0372;7,47475
0,03725;7,47071
0,0373;7,47475
0,03735;7,47273
0,0374;7,47475
0,03745;7,47475
0,0375;7,47273
0,03755;7,47475
0,0376;7,47475
0,03765;7,47475
0,0377;7,47677
0,03775;7,47677
0,0378;7,47475
0,03785;7,47071
0,0379;7,47879
0,03795;7,47475
0,038;7,47475
0,03805;7,47475
0,0381;7,47273
0,03815;7,47677
0,0382;7,47273
0,03825;7,47677
0,0383;7,47677
0,03835;7,47273
0,0384;7,47273
0,03845;7,47475
0,0385;7,47879
0,03855;7,47475
0,0386;7,47475
0,03865;7,47677
0,0387;7,47475
0,03875;7,47677
0,0388;7,47475
0,03885;7,47273
0,0389;7,47475
0,03895;7,47071
0,039;7,47273
0,03905;7,47475
0,0391;7,47475
0,03915;7,47475
0,0392;7,47475
0,03925;7,47475
0,0393;7,47071
0,03935;7,47475
0,0394;7,47475
0,03945;7,47677
0,0395;7,47273
0,03955;7,47475
0,0396;7,47677
0,03965;7,47475
0,0397;7,47475
0,03975;7,47273
0,0398;7,47475
0,03985;7,47475
0,0399;7,47475
0,03995;7,47273
0,04;7,47273
0,04005;7,47475
0,0401;7,47475
0,04015;7,47677
0,0402;7,47677
0,04025;7,47677
0,0403;7,47677
0,04035;7,47475
0,0404;7,47475
0,04045;7,47475
0,0405;7,47071
0,04055;7,47677
0,0406;7,47071
0,04065;7,47273
0,0407;7,47273
0,04075;7,47475
0,0408;7,47475
0,04085;7,47475
0,0409;7,47475
0,04095;7,47475
0,041;7,47273
0,04105;7,46869
0,0411;7,47273
0,04115;7,47677
0,0412;7,47475
0,04125;7,47475
0,0413;7,47273
0,04135;7,47475
0,0414;7,47677
0,04145;7,47475
0,0415;7,47273
0,04155;7,47273
0,0416;7,48283
0,04165;7,47273
0,0417;7,47273
0,04175;7,47475
0,0418;7,47677
0,04185;7,47475
0,0419;7,47475
0,04195;7,47273
0,042;7,46869
0,04205;7,47475
0,0421;7,47677
0,04215;7,47475
0,0422;7,47475
0,04225;7,47273
0,0423;7,47071
0,04235;7,47071
0,0424;7,47475
0,04245;7,47677
0,0425;7,47475
0,04255;7,47475
0,0426;7,47273
0,04265;7,46869
0,0427;7,46667
0,04275;7,47273
0,0428;7,47071
0,04285;7,47475
0,0429;7,46667
0,04295;7,47475
0,043;7,47071
0,04305;7,47475
0,0431;7,47273
0,04315;7,47071
0,0432;7,47273
0,04325;7,47475
0,0433;7,47071
0,04335;7,47273
0,0434;7,47273
0,04345;7,47475
0,0435;7,47475
0,04355;7,47273
0,0436;7,47273
0,04365;7,46869
0,0437;7,47677
0,04375;7,47273
0,0438;7,47475
0,04385;7,47879
0,0439;7,47677
0,04395;7,47475
0,044;7,47475
0,04405;7,47071
0,0441;7,47071
0,04415;7,46869
0,0442;7,47071
0,04425;7,47273
0,0443;7,46667
0,04435;7,47273
0,0444;7,46667
0,04445;7,47273
0,0445;7,46667
0,04455;7,47475
0,0446;7,47273
0,04465;7,47071
0,0447;7,47677
0,04475;7,47273
0,0448;7,46869
0,04485;7,47273
0,0449;7,47071
0,04495;7,47071
0,045;7,47677
0,04505;7,47273
0,0451;7,47071
0,04515;7,47273
0,0452;7,47071
0,04525;7,47475
0,0453;7,47071
0,04535;7,47475
0,0454;7,47475
0,04545;7,47475
0,0455;7,47273
0,04555;7,47879
0,0456;7,47273
0,04565;7,47677
0,0457;7,46869
0,04575;7,47475
0,0458;7,47475
0,04585;7,47475
0,0459;7,47475
0,04595;7,46869
0,046;7,47677
0,04605;7,47475
0,0461;7,47677
0,04615;7,47879
0,0462;7,47879
0,04625;7,47475
0,0463;7,47273
0,04635;7,47677
0,0464;7,47475
0,04645;7,47475
0,0465;7,47475
0,04655;7,47475
0,0466;7,47475
0,04665;7,47071
0,0467;7,47273
0,04675;7,47475
0,0468;7,47677
0,04685;7,47273
0,0469;7,47273
0,04695;7,47273
0,047;7,47273
0,04705;7,47475
0,0471;7,47677
0,04715;7,47475
0,0472;7,47273
0,04725;7,47475
0,0473;7,47677
0,04735;7,47273
0,0474;7,47273
0,04745;7,47475
0,0475;7,47273
0,04755;7,47071
0,0476;7,47475
0,04765;7,47475
0,0477;7,47475
0,04775;7,47273
0,0478;7,47475
0,04785;7,47475
0,0479;7,47475
0,04795;7,47273
0,048;7,47879
0,04805;7,47273
0,0481;7,47273
0,04815;7,47273
0,0482;7,47475
0,04825;7,47475
0,0483;7,47677
0,04835;7,47273
0,0484;7,47475
0,04845;7,47071
0,0485;7,47273
0,04855;7,47475
0,0486;7,47273
0,04865;7,47475
0,0487;7,47475
0,04875;7,47273
0,0488;7,47475
0,04885;7,47273
0,0489;7,47475
0,04895;7,47475
0,049;7,47273
0,04905;7,47273
0,0491;7,47071
0,04915;7,46869
0,0492;7,47475
0,04925;7,47475
0,0493;7,47475
0,04935;7,47273
0,0494;7,47071
0,04945;7,47475
0,0495;7,47273
0,04955;7,47475
0,0496;7,47273
0,04965;7,47475
0,0497;7,47475
0,04975;7,47475
0,0498;7,47475
0,04985;7,47677
0,0499;7,47879
0,04995;7,47273
0,05;7,47071
0,05005;7,47273
0,0501;7,47475
0,05015;7,47475
0,0502;7,47273
0,05025;7,47475
0,0503;7,47879
0,05035;7,47677
0,0504;7,47273
0,05045;7,47475
0,0505;7,47475
0,05055;7,47475
0,0506;7,47475
0,05065;7,47273
0,0507;7,47475
0,05075;7,47475
0,0508;7,47475
0,05085;7,46667
0,0509;7,47273
0,05095;7,47273
0,051;7,47273
0,05105;7,47475
0,0511;7,47879
0,05115;7,47475
0,0512;7,47475
0,05125;7,47475
0,0513;7,47273
